    GeneID	GSM8021754	GSM8021757	GSM8021758	GSM8021759	GSM8021760	GSM8021761	GSM8021762	GSM8021764	GSM8021765	GSM8021767	GSM8021769	GSM8021772	GSM8021773	GSM8021774	GSM8021775
112267873	0.04568	0.2562	0.1176	0.6092	0.05909	0.9927	2.149	0.03039	0.08401	0.01339	0.09139	0.0907	0.4489	0.01853	0.3546
102723935	0	0.118	0.3677	0	0.0862	4.906	9.042	0.07979	0.2902	0	0	0	1.209	0.2432	1.051
105373159	0.4404	0.6577	0.6671	0.691	4.669	1.272	1.312	2.44	1.279	1.936	1.885	2.028	1.488	1.156	2.802
5867	32.85	28.4	24.76	27.66	62.48	29.97	49.03	54.34	44.26	46.18	47.43	37.76	43.18	31.67	46
126731	1.681	2.237	2.232	2.279	3.93	4.588	3.608	3.638	4.268	2.818	5.064	4.702	3.337	4.321	4.728
58	0	0	0.3653	5.255	0.2447	4.678	0	0.1699	0	0	1.33	0	0	0.3452	0.4262
55746	7.43	11.37	11.82	10.29	23.7	12.42	14.33	21.09	14.15	14.07	14.53	12.71	16.63	13.08	16.8
101927478	0	0	0.3262	2.628	0	0	0	0	0.1287	0	0	0	3.016	0.1798	2.997
23456	1.403	1.68	1.744	6.182	9.453	5.469	4.873	13.94	11.55	15.44	8.394	7.132	7.139	7.815	11.14
27097	2.06	3.702	2.825	4.525	7.261	7.435	7.402	9.219	7.627	7.963	5.527	7.101	5.154	6.241	11.6
9816	1.494	3.021	3.036	5.755	3.784	1.489	5.271	3.354	1.963	2.167	3.026	4.083	1.722	2.075	2.665
105373161	0	0.3673	0.2288	1.229	0.2682	0	7.128	0	0.06021	0	0	0	1.567	0	1.246
107985464	0	0.9048	0	0	0	0	11.09	0	0	0	0.6899	0	5.56	0.4973	0
105373162	0	0	0.1028	0.414	0	0.6428	0	0	0.08112	0	0.524	0	0.8447	0	0.4197
101927504	0	0.2904	1.538	2.186	0	0	0	0	0.07141	0	0	0	0	0	0
105373163	0	0.03582	0.2678	0	0	0	1.537	0.1937	0	0	0.4096	0.2065	1.376	0	2.734
101927532	0	0	0.4666	3.289	0.5469	0	3.442	0	0.1841	0	0.1189	0	0	0	0
2590	13.95	11.88	13.1	10.84	40	37.8	26.19	39.47	43.23	45.21	35.86	34.26	42.64	49.72	53.83
79605	0.9883	0.3432	0.1854	1.062	0.8774	0.6242	1.122	0.2475	0.2645	0.213	0.3634	0.4369	0.747	0.6524	0.9316
105373164	0.1765	2.502	0.9093	4.709	0	5.958	0	0	0	0	0.9271	0	1.601	0.1432	0.7956
105373165	0	0	0	0	0	0	17.03	0	0	0	0	0	0	0	0
107985357	0.2376	0.1403	0.408	3.286	0	1.337	0.2866	0	0.184	0	0.5943	0.1348	1.437	0.1285	1.428
101927553	0	0.6197	0	0	0.2263	0	0	0	0	0	0.5906	0	0	0	0
22796	9.017	14.78	13.99	18.81	32.32	16.27	19.97	27.27	27.9	24.89	16.21	16.79	11.89	19.16	23.68
107985358	0.5975	2.116	1.539	15.93	17.78	3.208	6.486	9.778	7.112	9.193	4.706	8.388	13.1	7.997	14.36
183	1.899	0.9147	3.53	5.628	0.6034	0	0.3617	4.07	3.86	6.943	0.4124	1.701	2.417	1.459	3.228
105373166	0	0.2632	0	1.321	0	0.5471	0	0	0	0	0.06689	0	0	0	0
10753	0.5936	0.5122	0.05039	0.9472	0.2559	0.8755	2.892	0.4374	0.1193	0.281	0.6851	0.7187	1.795	0.6111	1.509
107985359	0.4885	0.8651	0	1.448	0.3159	0.5619	0	0.09749	0.1418	0	0.1832	0	0.3692	0.1981	2.018
84886	5.411	13.42	7.029	9.389	23.79	8.449	6.791	24.03	16.46	25.86	14.44	21.86	24.57	17.52	23.47
101927604	0	0.1573	0.686	0	0	3.269	0	0.1063	0.6187	0	0.5995	0.2266	0	0.6482	0.8003
105373167	0	0.1133	0.2471	1.28	0.2069	0.736	5.035	0	0	0.1687	0.252	0	0	0	0
79573	1.503	2.985	2.424	4.319	4.765	4.005	4.724	7.078	6.594	8.489	3.758	3.927	7.458	4.877	8.849
64801	11.41	18.17	18.8	20.15	29	20.3	12.74	27.43	28.52	23.49	26.19	20.14	22.76	19.7	27.27
375061	4.855	12.88	8.179	5.63	32.4	9.066	13.75	16.85	21.98	23.63	18.37	11.49	14.89	9.075	11.94
100302132	3.271	9.655	2.406	0	60.17	8.361	47.34	22.63	25.96	34.51	17.18	8.348	9.888	10.61	13.1
440730	0	0.1612	0.1366	1.715	0.1789	0	2.45	0.1046	0.03804	0.0288	0.172	0	0.04952	0.04429	0.1968
149373	0	0.2318	0	1.396	0	0	0	0	0	0	0.3534	0	0.4747	0	1.179
128061	22.63	51.96	37.82	34.41	74.55	67.72	49.51	33.59	33.41	25.42	61.52	47.06	41.92	34.13	44.33
8443	39.23	102.8	56.67	45.67	165.4	123.4	111.7	89.77	92.73	99.65	82.35	65.56	75.45	66.65	66.02
112268256	0.8332	3.86	2.405	5.318	3.316	1.376	0.4638	3.837	4.429	8.002	2.5	2.345	3.585	3.899	3.851
149371	1.431	2.865	1.663	2.95	9.209	4.644	3.452	9.816	9.91	10.21	7.327	6.881	7.052	10.39	14.8
83932	0.5731	2.186	2.108	2.025	4.239	3.448	7.258	4.205	4.16	3.682	3.819	3.919	2.932	4.166	6.622
107985360	0.1236	0.754	0.9093	3.174	0.2132	3.855	1.044	0.6578	1.1	0.5433	0.8962	0.2454	0.3736	0.9691	0.8664
54583	3.307	3.069	3.343	3.796	26.33	24.22	22.21	47.44	60.29	55.38	17.57	16.69	52.4	37.06	40.19
645339	0	0	0	6.563	0	0	0	0	0	0.4868	0	0	0	0	0
100303453	0.0866	0.2684	0.3186	1.123	1.335	0.2823	0.901	1.054	1.471	1.114	0.6822	0.4329	1.178	0.8693	1.447
7257	9.033	10.95	9.63	17.37	24.76	22.23	15.25	27.85	32.8	22.56	23.91	14.24	23.06	17.68	27.56
100287814	0	0	0.391	0	0	0	0	0	0	0	0	1.356	0	0	0
27185	0.1099	0.1576	0.2022	0.6516	0.2235	0	0.9662	0.1066	0.04104	0.05524	0.2474	0.02673	0.3205	0.05096	0.2477
105373170	0.02059	0.2552	0.2121	0.305	0	1.295	0.8939	0	0.03586	0	0.2008	0	0	0.0167	0.3402
27184	0	0.06417	0.09996	1.288	0.04686	0	6.588	0.02169	0.06311	0	0.2038	0.02312	1.232	0	0.6123
104472714	0.2881	0	0.53	0.8539	0	0	0	0	0.08367	0.1267	0.9727	0	0	0	2.164
105373172	0	0.0577	0.1618	1.231	0.04214	0.4497	3.625	0	0.04257	0	0.01833	0.06237	1.293	0.05946	1.138
105373171	0.2773	0.04912	0.2245	2.794	0.04783	0	1.706	0	0.04832	0	0	0.118	0.4192	0.04499	1.25
101929902	0	0.05523	0.2065	0.1848	0	1.913	2.934	0.0249	0.03622	0	0.5615	0.02653	0.2357	0	1.218
105373196	0	0.04788	0	1.442	0	0	0	0	0.09419	0	0.4259	0	0	0	0.8528
105373198	0	0	0.7219	0	0	0	2.762	0	0.6964	0	0.7361	0	0	0	0
57568	0.9266	2.188	1.946	3.809	1.456	0.02292	0.8653	1.229	0.7377	1.472	0.5606	1.615	2.191	0.7395	1.527
105373199	0	0	0	5.897	0	0	0	0	0.4952	0	1.28	0	0	0.2306	2.562
101927683	0.05179	0.1834	0.1524	2.302	0	0	0	0	0	0	0.3108	0	0.7046	0.08402	0.1556
107983960	0	0.2198	0.411	2.207	0.1606	0	0	0	0	0	0	0	0.8443	0	0
54627	0.1357	0.5265	0.214	0.2872	1.939	1.665	3.227	0.5417	0.3602	0.392	0.5236	0.9237	0.5861	0.1887	0.8737
101927711	0.04673	0.08277	0.4126	3.324	0	2.007	4.058	0.03731	0.05427	0	0.2805	0.1193	1.554	0.07581	0.5616
105373201	0	0.1711	0.02666	0	0.03124	1.223	0	0.1446	0.1052	0	0.3533	0	0	0	0.9252
107985361	1.473	1.74	0.7506	0	3.812	0.6954	11.07	5.158	4.344	3.986	4.337	2.7	5.483	3.862	4.768
84284	3.163	4.405	3.738	4.356	8.721	9.705	7.342	8.456	8.573	7.529	7.215	5.886	8.622	5.897	7.656
80003	1.302	2.679	1.493	2.815	5.662	1.619	3.437	1.966	0.5992	1.01	2.085	2.873	6.133	1.598	3.717
84451	3.53	3.382	2.836	2.509	15.21	9.394	3.846	12.4	9.749	9.344	6.662	7.479	11.3	7.642	10.07
3775	8.921	4.087	5.489	11.74	20.16	29.02	33.54	40.25	48.41	44.16	29.22	14.66	79.58	65.73	69.26
100616390	0	0	0	0	0	0	0	0	0	0	2.333	0	0	0	0
107985362	0.2118	0.05683	0.2266	0.05705	0.08301	0.4134	2.717	0.1076	0.1006	0.1862	0.751	0.5405	0.9022	0.6091	1.649
148641	0	0.231	0.2657	2.319	0.07786	0.5539	11.43	0.1441	0.08738	0	0.8579	0.4865	1.319	0.3662	1.13
107985363	0	0	0.1787	0	0.08976	0	1.255	0	0.1007	0	0.2082	0	0	0.1407	0
102724100	0	0	0.04113	3.147	0	0	0	0	0.09737	0	0.08386	0	0.08449	0	0.5878
105373206	0	0	0.1361	3.016	0	0	0	0	0	0	0.1388	0	0	0.3753	0.6949
100616380	0	0.8553	0	8.586	0	0	0	0	0	0	0	0	0	0	0
101927765	10.33	18.94	13.07	29.38	18.76	6.125	11.46	11.32	14.87	10.9	14.46	11.13	21.65	13.18	6.206
388753	12.06	14.76	17.55	30	20.81	34.1	51.85	17.97	41.82	19.22	28.61	15.06	15.02	18.86	14.72
6894	1.945	4.439	3.65	4.869	10.73	4.738	7.79	6.857	4.837	5.614	4.728	6.663	6.728	6.2	7.296
100506795	0	0.02183	0.02721	2.301	0.03189	0	3.479	0	0.06442	0	0.111	0.03146	0	0	0.2777
107985465	0	0.3633	0.6038	4.255	0	0	0	0	0	0.09018	0	0	0	0	0
359948	29.82	41.41	21.79	22.45	146.1	53.29	70.41	145.5	149.2	144.1	80.73	84.44	197.1	118.5	113.8
100302691	0	0.1375	0.1028	1.242	0.1607	2.93	9.946	0	0.1623	0	0.1048	0	1.831	0	1.4
101927787	0	0.04547	0.34	0	0	7.797	2.787	0	0.08945	0	0	0.2621	0.2329	0	0
105373207	0	0.583	0.2422	0	0	0	0.2978	0	0.4301	0	0	0	0	0	2.843
105373209	0	0.101	0	0.5068	0.08848	1.102	0.9901	0	0.1986	0.06014	0.2566	0.1455	0.3102	0	0.2569
105373208	0	0.3228	0.3219	0	0	0	0	0	0	0	0.4922	0.1861	0	0	0.9857
100506810	0.1394	0.4115	0.1846	1.239	0.2164	0.8981	2.018	0	0.03238	0.3677	0.1046	0.1186	0.3372	0	0.712
105373210	0	0	0.3437	0	0.3625	0	0	0	0.05425	0	0.1402	0	0	0.1137	0.7719
107985364	0	0.321	0.1412	3.981	0.08275	0.6869	1.736	0.1021	0.1858	0.1125	0.5279	0.1905	0.3385	0.1038	0.2883
100130249	0	0.2561	0.09574	0.1285	0	0.06653	2.511	0	0	0	0	0	1.115	0	0
107985365	0.07362	0.08692	0.1354	1.091	0	1.92	0	0.1175	0	0	0	0	0	0	0.4977
105373211	0.25	0.3542	0.2575	0	0	0.8436	2.352	0.07983	0.5807	0.2638	0.4876	0.553	1.89	0.4867	0.9014
101927851	1.071	2.809	1.663	5.64	1.128	0	13.34	1.14	1.036	1.569	0.1785	1.417	1.079	1.061	2.144
107985366	0	0	0	0	0	1.749	0	0	0	0	0	0	0	0	3.426
731656	2.644	1.623	1.634	3.447	1.915	4.38	0	2.195	2.948	3.44	0.476	1.26	0	5.49	2.224
107985746	0.03878	0.2976	0.0856	2.643	0.03344	0.8922	0	0.06192	0.09008	0.0341	0.08727	0	0.2931	0.09437	0.1748
9804	54.66	65.25	43.18	43.05	253.4	124.7	184.2	224	182.4	180	165.4	122.1	240.7	166.2	195.3
105379283	0.4184	0.247	0.9235	3.41	0.451	0	0	0.668	0.06074	0.4598	0	0.356	0	0.3394	1.414
677802	1.567	0.4625	0	0	0.6755	0	0	0.6254	0	2.755	0	0	0	0	0
23029	25.76	37.45	29.81	27.47	53.68	38.07	28.31	51.84	69.72	52.36	51.07	38.33	49.57	43.7	70.97
51742	14.01	15.62	14.64	16.52	20.01	17.97	27.48	20.61	20.86	15.71	15.71	11.8	27.42	15.3	24.13
100616224	0	1.504	0	0	0	0	0	0	1.48	0	0	0	0	0	0
9453	7.822	12.07	10.39	12.12	25.36	18.92	18.36	18.88	24.01	19.65	21.88	17.36	19.15	15.05	25.21
6905	4.361	5.007	5.421	4.015	12.79	8.227	7.387	8.504	8.266	8.371	7.491	9.601	9.23	9.033	11.35
148789	2.074	4.257	3.868	5.55	9.956	4.494	5.615	6.814	5.912	5.54	5.961	6.135	11.08	7.075	9.305
2786	0.1218	0.2276	0.2837	2.165	0.35	0.3113	4.847	0.243	0.1296	0	0.274	0.03453	0.1534	0.01646	0.7926
1130	0.4115	0.3371	0.5071	1.738	0.6343	2.059	3.164	1.191	1.096	0.7236	0.6096	0.7833	3.545	1.698	2.658
100302139	0	0	0	0	0	0	0	0	2.013	0	0	0	0	0	0
105373215	0.02077	0.1104	0.1223	0.554	0.3045	0.4142	0.1503	0	0.02413	0	0.06233	0.2298	0.157	0.0674	0.3433
105373212	0	0.5133	0.303	1.22	0	0.8423	0	0	0.05315	0	0.06866	0.2725	1.245	0	0
4811	0.2008	1.444	0.5372	1.352	5.95	1.988	2.972	5.566	0.6359	1.605	9.42	14.41	16.77	6.352	13.24
7107	0.8223	1.341	0.6358	2.272	3.798	1.026	2.673	2.603	2.63	3.039	1.265	2.016	2.507	2.442	3.915
56605	0.2318	0.631	0.4358	2.099	1.51	0.9679	2.283	1.244	0.5982	1.302	0.6762	0.9642	1.966	0.6059	1.683
128178	0.0319	0.226	0.1174	0.8508	0.1651	1.272	0	0.0764	0.1852	0.02805	0.2632	0	1.157	0.07763	1.629
3964	6.457	5.635	5.987	6.174	11.81	7.73	9.868	13.58	11.12	13.66	8.199	10.18	18.93	15.71	21.14
100287902	0.2937	0.3469	0.2161	2.612	1.647	3.154	0.7972	2.345	1.151	1.873	0.6611	1.375	2.886	2.085	3.861
107985367	1.825	0.964	0.7067	3.273	2.692	0.07366	1.043	2.339	2.12	3.462	2.342	2.125	5.372	3.779	5.844
55127	3.95	5.373	4.516	4.779	13.72	7.862	7.148	12.25	7.855	10.5	7.1	7.276	13.38	9.33	15.36
88	0	0.4395	0.4412	1.777	0.3032	0	0.8979	0.03302	0.1081	0	0.1706	0.07038	0.3751	0	0.6524
4548	1.632	1.949	1.828	2.364	7.242	4.584	4.014	4.011	1.826	3.265	4.113	4.704	6.957	3.168	6.156
105373218	0	0.1883	0.3414	2.149	0.03751	0.4893	2.781	0.08103	0.0842	0.01275	0.06527	0.02467	0.6137	0.01176	0.4357
107985368	0.07439	0.1537	0.2737	0	0	0	1.346	0.1188	0	0	0.6139	0.1899	0.5623	0.1207	0.2235
645745	0	1.105	4.361	9.244	0.807	0	0	0	0.1812	0	0.468	0	0	0	0
6262	0.2152	0.2467	0.3121	1.801	0.1147	1.398	3.94	0.04043	0.1691	0.005566	0.2707	0.0808	0.8517	0.07703	0.9796
100616141	0	0	0	0	0	0	0	0	2.524	0	0	0	0	0	0
100130331	0	0.2396	0.02488	0.4009	0.05833	1.452	0	0	0.1375	0	0.3044	0	1.074	0	0.6096
57829	0	0.1916	0.1194	1.763	0	1.493	4.894	0.2159	0.1256	0.04756	0.5681	0.1381	0	0.08776	0.2438
105373220	0	0	0.5266	1.856	0	3.568	5.504	0.1428	0.2598	0	0.4027	0.1522	0.2705	0	0.5376
339535	0	0	0	0.6141	0	0	0	0.1103	0	0	0	0	0.5221	0	0.3113
105373222	0	1.578	0	0	0	0	0	0	0.8868	0	3.437	0	6.925	0	2.868
105373223	0.5174	0	0.07613	0	0	0	9.361	0.5782	0.4206	0	0.7763	0	1.564	0	2.332
1131	1.214	1.737	1.37	1.784	2.6	0.9233	2.867	0.994	0.5438	0.769	0.9804	1.598	1.283	0.6803	1.453
105373225	0.6444	0.7161	0.3347	2.022	0.1961	0.2326	0	0	0.06603	0.03333	0.1422	0.03225	0.4584	0	0.7402
100506915	0	0.7691	0	1.755	0	0.9082	0	0	0	0	0.2665	0	0	0	0.7116
100873984	0	0	0.4833	0	0	0	0	0	0.3814	0	0	0.7451	3.972	0	0
105373224	0	0.1299	0	1.304	0.06324	0	5.042	0	0.04259	0	0.4401	0	0.5543	0	0
645884	0	0	0	0	0	0	0	0	0.1289	0	0.4995	0	0	0	0
56776	0.1516	0.1406	0.1673	1.572	0.1307	0.4485	1.058	0.01729	0.04402	0.009521	0.3168	0.05528	0.8348	0	0.4229
64388	0	0.1077	0.1175	1.42	0.01967	0	0	0	0.05299	0	0.4449	0	1.345	0	0.3427
107985369	0	0.3173	0	2.45	0.4278	0	0.2992	0.033	0	0	0.3101	0	0	0	0.0621
105373228	0	1.668	1.188	0	0.3481	3.405	14.61	0	0	0	0	0	0	0	0
100506929	0	0.7827	0.4502	0.9066	0	3.598	4.059	0	0.3553	0	0.0765	0.3471	0	0	0
6000	0.04959	0.3806	0.1703	2.645	0.5131	0.8113	2.273	0.5278	0.2016	0.2616	0.4092	0.04219	0.6996	0.01341	0.298
100422856	0	0	0	0	0	0	0	1.126	0	0	0	0	0	0	0
105373230	0	0.2054	0.2559	7.732	1.05	2.401	0	0.5554	0.505	0	1.044	0	0	0	0
2271	67.07	77.72	95.75	95.27	68.45	77.11	62.24	73.16	82.74	74.33	69.64	64.09	52.33	53.91	69.16
8564	1.412	1.056	0.934	2.225	2.559	3.099	4.011	1.713	1.703	1.996	3.796	1.841	2.351	2.581	4.27
105373233	0.7518	1.923	0.5531	0	0.2161	0	0	0	0.4366	0	1.316	0	1.136	0.2033	0.7529
23596	2.937	2.732	1.658	2.385	10.79	8.394	4.223	6.168	5.421	6.97	11.47	6.779	8.942	10.67	11.49
1122	0.7183	0.7244	0.9909	0.9312	2.103	1.79	2.762	3.07	3.832	3.289	1.706	1.515	2.941	3.059	3.327
128025	0.03805	0.3482	0.294	0.9022	0.1149	0.5545	2.685	0.01519	0.1657	0.03346	0.2427	0.2105	1.208	0	0.7432
105373231	0	0	0	0	0.3428	0	0	0	0	0	0	0	0	0.3225	0
9156	2.647	6.82	5.375	6.536	6.799	4.229	2.494	6.536	0.6083	1.866	10.22	8.28	4.959	1.632	4.224
441925	0	0	0	3.869	0.2111	0	0	0.06514	0	0	0	0	0.7401	0	0.2452
440738	0	0.4718	0.049	0	0	0	0	0.05316	0.2707	0	0	0	0	0	0
200150	0.07451	0.1716	0.2193	1.391	0.04498	0.7429	1.429	0.005949	0.05193	0.03931	0.3633	0.03804	0.7322	0.01813	0.4813
105373235	0.1584	0.187	0.1165	1.252	0.2276	0	2.675	0	0	0	0.8714	0	0	0.04283	0.1586
105373234	0	0.2602	0.1544	2.177	0.09049	0.1288	3.114	0.01675	0.08531	0	0.2047	0	0.03172	0	0.2522
107985466	0	0	0	7.146	0	4.051	8.725	0	0	0	0	0	0	0	0.1725
731275	0.05516	0.2443	0.3247	0.5722	0.5947	1.058	0.1996	0.2642	0.1762	0.5578	0.4759	0.4459	1.293	0.2014	1.367
9859	0.5016	1.487	0.6997	3.282	4.596	2.42	3.214	2.194	0.7343	1.433	3.669	3.565	8.103	1.865	5.384
10806	2.041	2.229	1.969	2.88	4.435	2.706	4.598	2.882	1.932	1.84	3.959	3.479	4.712	1.898	3.605
100616343	0	1.561	0	0	0	0	0	2.111	0	0	0	0	21.98	0	0
10000	0.9049	0.6425	0.9357	1.341	1.002	2.12	3.009	0.6443	0.419	0.5268	0.8531	0.6347	1.072	0.1785	1.543
105373255	0	0.2886	0.1199	0.9657	0.4918	0	4.422	0.06504	0.4731	0.788	0	0.3466	0.1232	0.2644	0.8567
339529	0.2939	0.0347	0.2163	3.484	0.05069	3.426	13.4	0	0.06827	0	0.5733	0.1	1.688	0.09537	0.7948
105373258	0	0	0.7218	4.651	0	0	0	0	0	0	0.5887	0	3.262	0	1.179
10472	4.299	6.574	4.566	6.993	18.13	7.462	9.592	15.15	16.39	15.06	11.69	12.79	24.7	17.38	23.92
440742	0.1257	0.5939	0	3.354	0	0	0	0	0	0	0.849	0	3.041	0	0
112268257	0	0.2607	0.1624	4.58	0	0.508	4.394	0	0	0	0.4141	0	0.6675	0	0
105373261	0	0.7673	0	4.202	0	0	0	0	0.2058	0	0	0.1005	0	0	0
105373260	0	0.1116	0.09274	3.362	0	1.45	0	0	0.07319	0	0	0	0	0.05112	0.1893
105373262	0	0.1166	0.1211	2.341	0.1135	1.212	0.2382	0	0	0	0.4198	0	0	0	0.2472
107985371	0.1926	0.1137	0.2126	1.427	0	3.989	2.44	0	0.2237	0	0.289	0	1.165	0	0
200159	0.03077	0.1272	0.3396	0.9118	0.1061	1.038	3.786	0	0.2144	0	0.1847	0.4189	0	0	0
159	6.485	8.333	5.774	6.137	27.99	19.6	13.9	30.85	24.7	25.23	23.51	20.05	46.71	21.29	40.03
105373264	0.3301	0.1949	0.1619	2.283	0.5694	1.182	0	0.08785	0.1278	0.2903	0	0	1.497	0	0
257044	0.07472	0.2206	0.2886	2.048	0.2255	1.49	0.2028	0.2237	0.09763	0	0.6166	0.4291	0.9601	0	0.4771
51029	7.682	6.135	4.605	5.437	25.85	13.15	14.21	32.36	29.74	29.4	13.69	14.41	35.85	27.18	27.62
107985372	0	0.4433	0	3.338	0	1.728	13.59	0	0	0	0.3755	0	0	0	0.376
112268258	0.4241	0.845	0.429	2.67	0.2743	0	0	0.04232	0.5541	0	0.5567	0.3157	0	0	0.4778
116228	22.38	38.88	33.85	27.32	50.16	32.86	30.5	33.11	33.68	28.15	32.02	29.25	27.74	23.24	35.43
3192	66.23	111.3	100.5	96.98	164.6	73.58	94.01	130.4	106.2	101.1	103.2	106.1	113.7	93.73	127.2
106635532	184.9	392.7	344.5	291.9	223.5	106.5	260	219.8	223.6	163.2	270.1	220.5	258.7	160.4	295.9
101928068	0.35	0.5037	0.4829	1.426	0.5848	2.785	1.425	0.3318	0.3303	0.1154	0.6072	0.8004	1.951	0.7453	0.5915
84288	0.09895	0.6156	0.7056	1.195	1.608	1.331	1.735	0.7534	0.5967	0.6157	0.314	0.3367	0.9089	0.179	0.9147
107985725	0	0.02112	0.1843	1.908	0.1234	1.811	0	0	0.02077	0	0.1342	0	0	0	0.3225
55083	0.2256	0.248	0.1774	0.8761	0.2013	0.8473	0.9853	0.1304	0.06777	0.01368	0.6945	0.6487	1.729	0.385	0.9116
111216275	0	1.285	0.7536	2.656	0.2208	4.909	6.023	0	0.1487	0	0	0.1089	0	0	2.693
105373266	0	0.03788	0.3777	1.331	0	1.673	1.858	0.05123	0	0	0.1926	0	0	0	0.482
105373265	0.1198	0.09431	0.05877	1.026	0.03444	0.3063	0.6744	0.03188	0.06184	0.0117	0.1798	0.1019	0.825	0.0108	0.42
64754	4.975	4.852	4.561	6.754	6.48	4.175	6.881	4.18	3.275	2.954	4.094	3.557	5.65	2.631	4.382
105373270	0	0.1474	0.04593	1.295	0	0	0	0	0.0725	0	0.562	0	1.604	0	0
105373269	0	0.03017	0.1692	1.439	0	0.6466	3.19	0.04079	0.1187	0	0.2013	0.03261	0.4055	0	0.4798
101928089	0	0.1214	0.1513	0.6093	0.0591	0.3679	2.604	0.02736	0.0199	0	0	0.1166	0.4144	0	0
112268277	0.1588	0.2265	0.3894	0.7449	0.02282	0.3044	1.101	0	0.06146	0.0349	0.2481	0.1351	0.56	0.01073	0.0795
107985599	0.0571	0.08428	0.2731	1.692	0	0	0	0.09117	0.01658	0	0.4284	0	0.08632	0.02316	0
107985726	0	0.1146	0.2855	6.613	0.08367	0	0	0	0	0	0.2183	0	0	0	0.1457
255654	0	0.1295	0	0	0	0	0	0.1752	0	0	0	0	0	0	0.1648
64216	6.758	7.594	8.418	10.36	22.44	15.37	27.03	20.25	23.17	20.12	19.97	8.927	13.08	19.19	21.28
163882	0.9467	1.081	1.393	0.8417	2.871	2.783	6.167	8.578	9.236	7.936	1.929	2.47	8.73	6.169	7.325
105373271	0.03708	0.04378	0.1091	0.2198	0	0	0	0.0592	0.04306	0	0.05563	0	0.8968	0.03008	0
102724382	0.1157	0.1822	1.504	3.543	0.1663	0	3.768	0	0.2464	0.06782	0	0.03281	0.8162	0	0
51097	37.54	49.57	41.54	39.96	89.15	84.7	70.96	84.54	90.01	80.91	64.1	38.16	44.8	49.44	73.98
107985373	0	0	0	0	0.3472	0	4.856	0.3214	0.3897	0.59	0	0.2284	0	0.3266	0.8064
149134	0	1.223	0.4157	0	0.6497	1.589	0	0.2255	0.2187	0.4968	0.1413	0	0.427	0	2.263
25909	1.806	3.584	2.776	6.403	13.83	5.646	6.412	20.02	14.76	16.02	8.876	9.006	13.39	10.78	18.6
57116	1.137	1.359	1.255	0.9264	1.593	1.962	0.5142	1.202	0.165	0.2249	1.13	0.7496	0.1718	0.2305	0.982
100533111	2.079	2.567	2.712	0.8402	2.608	2.609	1.71	2.414	0.439	0.6647	2.836	1.849	0	0.6899	0.4259
93474	0.4283	0.6545	1.298	1.643	2.977	2.358	5.015	2.615	1.361	2.016	2.06	1.629	1.6	1.574	1.968
79862	3.044	3.595	1.768	6.173	8.337	5.161	10.24	6.396	4.001	4.743	5.289	3.454	2.099	3.379	3.691
400812	0.04266	0.3022	0.2197	2.023	0.1104	0	1.544	0.03406	0.1239	0	0.16	0.07259	1.999	0	0
388759	0	0.1935	0.1378	0.5552	0.2423	0	0	0.1869	0.0272	0.08236	0.1054	0.1992	0.2832	0.07598	0.1407
7678	0.5509	1.556	1.245	1.458	2.681	3.531	2.919	1.335	1.085	1.194	1.358	2.277	1.487	0.9257	1.744
112268259	1.837	0.3616	1.102	2.42	3.991	2.505	0	5.704	3.28	4.547	3.42	4.574	4.526	6.017	4.089
100500849	0	0.6642	2.483	0	9.702	0	24.43	18.86	17.64	18.79	12.66	13.4	5.102	17.34	0
317705	0	0.1163	0.07245	0	0	3.927	0	0	0	0	0.5171	0	0	0.07987	0
105373273	0	0	0.7998	0	0	0	0	0.124	0.4509	0	0.466	0	0	0	0.6998
84838	3.073	6.346	2.32	3.634	15.83	3.102	6.281	7.221	1.517	2.324	4.097	5.541	11.41	3.152	4.282
107985115	0.08275	0.2931	0.1624	2.779	1.142	1.1	0	0.8588	0.3043	0.4608	0.3725	0.5632	1.459	0.4475	0.663
107985375	0	0.5707	0	0.5729	0	3.558	0	0	0	0	0	0	0	0	0
114548	0.1373	0.1486	0.1515	1.153	0.09868	0.7723	1.987	0	0.1329	0.02012	0.2575	0	0	0	0.5157
127623	0	0	0	2.956	0.478	0	0	0	0	0	0.2495	0	0	0	0
441932	0	0	0	1.635	0	1.571	0	0	0.04576	0	0.5912	0.3352	0	0	0.4735
148823	0.1385	0.08179	0.2378	1.437	0.01991	0	0	0	0.06704	0	0.5023	0.05894	0.8726	0.05619	0.9365
148824	0.05528	0.03264	0.08135	0.3276	0.143	0	0	0	0	0	0.3732	0	1.17	0	0
81472	0.1543	0.06831	0.08513	2.743	0.06652	1.42	1.675	0.03079	0.0224	0	0.0868	0	0.7579	0	0
102724446	0	0.09138	0.6548	0	0.03337	1.365	0	0	0.1798	0	0.2032	0.1975	1.17	0.03139	0.465
81470	0	0	0.8972	0	0.3824	0	5.616	0	0	0	0.7484	0	0.8378	0	0.4996
81469	0.1137	0	0.4183	1.348	0	2.791	0	0	0.3302	0	0.4265	0	0	0	0
441933	0	0	0	1.017	0.1974	0.1755	3.727	0	0	0	0.6869	0	0	0	0.8597
343169	0	0.2021	0.7554	3.043	0	0	0	0.09107	0	0	0.08558	0.1941	0	0	0.5141
388761	0.08841	0.1392	0.02168	0.6113	0.07624	0.3164	1.6	0.02353	0.08557	0	0	0.1881	0.7128	0	0.4648
